Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
57928,69,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,173913.0435,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14492.75362,14492.75362,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,116631,1,1,47,98,47,47,47.0,0.0,98,98,98.0,0.0,1243.237218,17.14809956,116631.0,0.0,116631,116631,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.574049781,8.574049781,47,98,64.0,29.44486373,867.0,0,0,0,0,0,0,0,0,1,96.0,47.0,98.0,32,0,0,0,0,0,0,1,47,1,98,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,65,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,184615.384615385,30769.2307692308,65.0,0.0,65,65,65,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0,0,0,40,0,30769.2307692308,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,352,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50690,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,256550,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.795751316,256550.0,0.0,256550,256550,256550,256550.0,0.0,256550,256550,0,0.0,0.0,0,0,0,0,0,0,40,0,7.795751316,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30913,2,2,152,316,76,76,76.0,0.0,158,158,158.0,0.0,15139.2618,129.3954,10304.33333,17764.49043,30817,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,40,64.6977,64.6977,76,158,108.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,136.0,76.0,158.0,64,0,0,0,0,0,0,2,152,2,316,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,97722725,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,119.3478794,0.133029446,8143560.417,26500000.0,92000000,1,96400000,13800000.0,34600000.0,92000000,1,1373171,343292.75,686009.5945,1372307,4,0,0,0,0,172,112,0.081864275,0.051165172,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4310921.0,0.0,4310921,4310921,92000000.0,0.0,92000000,92000000,2
443,502267,27,23,889,21908,324,0,32.92592593,76.73126227,1418,0,952.5217391,644.051231,45388.20986,99.54864644,10250.34694,34508.0136,231136,1,502267,19317.96154,47273.41994,231136,1,465011,21136.86364,59504.10691,268406,2,0,0,0,0,884,744,53.75626908,45.79237736,0,1418,447.0,632.2275223,399711.64,0,0,0,1,0,0,0,0,0,455.94,32.92592593,952.5217391,884,0,0,0,0,0,0,27,889,23,21908,29200,357,7,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,268,2,2,92,216,46,46,46.0,0.0,108,108,108.0,0.0,1149253.731,14925.37313,89.33333333,87.64321613,190,30,190,190.0,0.0,190,190,48,48.0,0.0,48,48,0,0,0,0,40,40,7462.686567,7462.686567,46,108,70.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,88.5,46.0,108.0,40,0,0,0,0,0,0,2,92,2,216,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,167,2,2,96,344,48,48,48.0,0.0,172,172,172.0,0.0,2634730.539,23952.09581,55.66666667,91.22134253,161,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,11976.0479,11976.0479,48,172,97.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,122.0,48.0,172.0,80,0,0,0,0,0,0,2,96,2,344,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
53,151495,1,1,41,112,41,41,41.0,0.0,112,112,112.0,0.0,1009.934321,13.20175583,151495.0,0.0,151495,151495,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,6.600877917,6.600877917,41,112,64.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,97.0,41.0,112.0,32,0,0,0,0,0,0,1,41,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23797,2,2,56,212,28,28,28.0,0.0,106,106,106.0,0.0,11261.92377,168.0884145,7932.333333,13733.14219,23790,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,84.04420725,84.04420725,28,106,59.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,74.0,28.0,106.0,64,0,0,0,0,0,0,2,56,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,95090,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.03270586,95090.0,0.0,95090,95090,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.51635293,10.51635293,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5520816,7,3,599,160,517,0,85.57142857,191.3085267,160,0,53.33333333,92.37604307,137.4796769,1.811326442,613424.0,1770693.792,5334706,46,5520816,920136.0,2204669.102,5420303,46,153844,76922.0,19950.31072,91029,62815,0,0,0,0,232,104,1.267928509,0.543397932,0,517,69.0,156.2305988,24408.0,0,0,0,1,0,0,0,0,0,75.9,85.57142857,53.33333333,232,0,0,0,0,0,0,7,599,3,160,29200,59,3,32,186064.0,0.0,186064,186064,5334706.0,0.0,5334706,5334706,0
53,179,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,960893.8547,22346.36872,59.66666667,98.14954576,173,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,11173.18436,11173.18436,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,80,0,0,0,0,0,0,2,70,2,102,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
11967,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
58586,78438112,6,9,12982,56,10135,0,2163.666667,3966.151821,20,0,6.222222222,5.783117191,166.220217,0.191233568,5602722.286,18400000.0,69100000,3,78400000,15700000.0,35000000.0,78300000,4,78300000,9789016.375,24200000.0,69100000,3,1,0,0,0,132,204,0.076493427,0.114740141,0,10135,900.8125,2525.184514,6376556.829,0,1,0,0,1,1,0,0,1,960.8666667,2163.666667,6.222222222,132,0,0,0,0,0,0,6,12982,9,56,229,256,4,20,29303.0,0.0,29303,29303,39100000.0,42400000.0,69100000,9196748,0
53,168,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,952380.9524,23809.52381,56.0,90.93404203,161,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11904.7619,11904.7619,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,168,2,2,108,140,54,54,54.0,0.0,70,70,70.0,0.0,1476190.47619048,23809.5238095238,56.0,57.4195088798,117,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11904.7619047619,11904.7619047619,54,70,60.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,75.5,54.0,70.0,64,0,0,0,0,0,0,2,108,2,140,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31240,2,2,76,180,38,38,38.0,0.0,90,90,90.0,0.0,8194.6222791293,128.0409731114,10413.3333333333,17992.2691824387,31189,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,80,64,64.0204865557,64.0204865557,38,90,58.8,28.4815729903,811.2,0,0,0,0,0,0,0,0,1,73.5,38.0,90.0,80,0,0,0,0,0,0,2,76,2,180,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
443,9563624,7,5,1038,477,730,0,148.2857142857,270.4346589509,320,0,95.4,139.6345229519,158.4127523207,1.2547544738,869420.363636364,2815404.14352516,9357926,4,9563624,1593937.33333333,3803658.60708028,9357926,406,127166,31791.5,37134.9019701592,74472,4,0,0,0,0,152,112,0.7319401097,0.5228143641,0,730,116.5384615385,212.0674481482,44972.6025641026,0,0,0,1,0,0,0,0,0,126.25,148.2857142857,95.4,152,0,0,0,0,0,0,7,1038,5,477,8192,115,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,27453,1,1,42,127,42,42,42.0,0.0,127,127,127.0,0.0,6155.975668,72.85178305,27453.0,0.0,27453,27453,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,36.42589152,36.42589152,42,127,70.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,105.5,42.0,127.0,20,0,0,0,0,0,0,1,42,1,127,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,182,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,879120.8791,21978.02198,60.66666667,64.93329911,131,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10989.01099,10989.01099,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,115126579,44,63,2119,73847,1509,0,48.15909091,238.4979102,4380,0,1172.174603,729.5821946,659.8476274,0.929411791,1086099.802,3085393.844,10100000,3,115000000,2677362.302,4421930.642,10100000,3,111000000,1784774.306,3869908.229,10100000,49,0,0,0,0,892,1404,0.382188026,0.547223765,0,4380,703.3888889,801.1549587,641849.2679,0,0,0,1,0,0,0,0,1,709.9626168,48.15909091,1172.174603,892,0,0,0,0,0,0,44,2119,63,73847,8192,66,15,20,37874.09091,48325.61384,183581,23186,10000000.0,36953.62425,10100000,9998524,0
53,144023,1,1,50,112,50,50,50.0,0.0,112,112,112.0,0.0,1124.820341,13.88667088,144023.0,0.0,144023,144023,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.943335439,6.943335439,50,112,70.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,106.0,50.0,112.0,32,0,0,0,0,0,0,1,50,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,115605779,22,19,4394,6508,3957,0,199.7272727273,841.2097967082,1448,0,342.5263157895,591.1522052945,94.3032441311,0.3546535507,2890144.475,4516599.73939788,10125051,15,115605779,5505037.0952381,5089406.27949433,10244000,15,112850415,6269467.5,5102360.03507265,10243964,154,0,0,0,0,712,616,0.1903019052,0.1643516454,0,3957,259.5714285714,722.9263749193,522622.543554007,0,0,0,1,0,0,0,0,0,265.9024390244,199.7272727273,342.5263157895,712,0,0,0,0,0,0,22,4394,19,6508,29200,510,4,32,157304.454545455,126393.264038368,538390,118757,10101825.3636364,46218.5314657935,10125051,9976009,0
52438,10,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1200000.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,100000.0,100000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,161,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1192546.58385093,24844.7204968944,53.6666666667,87.7572409168,155,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12422.3602484472,12422.3602484472,40,56,46.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,3,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,10333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1926,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
22,139,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14388.48921,139.0,0.0,139,139,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7194.244604,7194.244604,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23263,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,5158.406053,85.97343421,23263.0,0.0,23263,23263,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.9867171,42.9867171,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,32,0,0,0,0,0,0,1,52,1,68,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,46700,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,5310.492505,85.65310493,15566.66667,26957.06142,46694,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,42.82655246,42.82655246,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,64,0,0,0,0,0,0,2,76,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,102211,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,117.4041932864,29.3510483216,51105.5,72269.8485711711,102208,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,32,19.5673655477,9.7836827739,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,118,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
465,151,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0.0,0.0,324503.3113,19867.54967,75.5,38.89087297,103,48,151,75.5,38.89087297,103,48,0,0.0,0.0,0,0,0,0,0,0,60,0,19867.54967,0.0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0.0,60,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
56207,150,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,80000.0,13333.33333,150.0,0.0,150,150,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6666.666667,6666.666667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,127,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60770,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,3027.8097745598,65.8219516209,20256.6666666667,35080.3797062309,60764,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,32.9109758104,32.9109758104,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
52935,171,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,70175.4386,11695.90643,171.0,0.0,171,171,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5847.953216,5847.953216,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1164,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
13880,104,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,115384.6154,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9615.384615,9615.384615,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,980,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,406570,4,2,152,204,38,38,38.0,0.0,102,102,102.0,0.0,875.6179748,14.75760632,81314.0,164738.8305,375009,3,31369,10456.33333,18104.83842,31362,3,192,192.0,0.0,192,192,0,0,0,0,104,64,9.838404211,4.919202105,38,102,56.28571429,31.22880233,975.2380952,0,0,0,0,0,0,0,0,0,65.66666667,38.0,102.0,104,0,0,0,0,0,0,4,152,2,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,116014881,17,15,1027,1438,571,0,60.4117647059,158.6832768534,1184,0,95.8666666667,307.7034441208,21.2472743044,0.2758266847,3742415.51612903,4808075.73687616,10014696,128,116014881,7250930.0625,4421648.39314145,10046836,32353,110560800,7897200.0,4245618.91749503,10046642,996,0,0,0,0,352,444,0.1465329262,0.1292937584,0,1184,74.696969697,233.465533437,54506.1553030303,0,0,0,1,0,0,0,0,0,77.03125,60.4117647059,95.8666666667,352,0,0,0,0,0,0,17,1027,15,1438,8192,982,16,20,58895.5454545455,88899.666706196,326938,31900,9992111.63636364,29493.0099558274,10014696,9905125,0
80,49185,5,3,418,917,418,0,83.6,186.935282919,917,0,305.6666666667,529.4301968469,27142.4214699604,162.6512148013,7026.4285714286,11476.0365959847,23846,31,49185,12296.25,13665.4813642501,24382,411,24877,12438.5,16839.7479939576,24346,531,0,0,0,0,172,104,101.6570092508,60.9942055505,0,917,148.3333333333,319.6850012121,102198.5,0,0,0,1,0,0,0,0,0,166.875,83.6,305.6666666667,172,0,0,0,0,0,0,5,418,3,917,65535,939,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
123,69109741,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.778190125,0.057878961,23000000.0,39700000.0,68900000,109751,69000000,69000000.0,0.0,69000000,69000000,69000000,69000000.0,0.0,69000000,69000000,0,0,0,0,64,64,0.02893948,0.02893948,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,109751.0,0.0,109751,109751,68900000.0,0.0,68900000,68900000,0
53,228726,2,2,58,150,29,29,29.0,0.0,75,75,75.0,0.0,909.3850283746,17.4881736226,76242.0,132051.553572838,228722,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,8.7440868113,8.7440868113,29,75,47.4,25.1952376452,634.8,0,0,0,0,0,0,0,0,1,59.25,29.0,75.0,40,0,0,0,0,0,0,2,58,2,150,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5120392,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,35.3488561,1.171785285,1024078.4,2246246.135,5042117,3,5120392,1280098.0,2508279.921,5042117,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.976487738,0.195297548,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,176,4,20,77872.0,0.0,77872,77872,5042117.0,0.0,5042117,5042117,0
52882,52294,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57.3679580831,26147.0,36944.9151034347,52271,23,52294,52294.0,0.0,52294,52294,0,0.0,0.0,0,0,0,0,0,0,76,32,38.2453053888,19.1226526944,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
777,34,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,470588.2353,117647.0588,11.33333333,17.03917056,31,1,2,2.0,0.0,2,2,1,1.0,0.0,1,1,0,0,0,0,48,40,58823.52941,58823.52941,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,49467,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,2830.169608,40.4309944,49467.0,0.0,49467,49467,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.2154972,20.2154972,62,78,67.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,32,0,0,0,0,0,0,1,62,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,469,1,1,96,178,96,96,96.0,0.0,178,178,178.0,0.0,584221.7484,4264.392324,469.0,0.0,469,469,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2132.196162,2132.196162,96,178,123.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,185.0,96.0,178.0,20,0,0,0,0,0,0,1,96,1,178,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30935,1,1,95,207,95,95,95.0,0.0,207,207,207.0,0.0,9762.4050428318,64.6516890254,30935.0,0.0,30935,30935,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.3258445127,32.3258445127,95,207,132.3333333333,64.6632301492,4181.3333333333,0,0,0,0,0,0,0,0,1,198.5,95.0,207.0,20,0,0,0,0,0,0,1,95,1,207,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,46866,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,6913.327359,85.34972048,15622.0,27048.57155,46855,3,3,3.0,0.0,3,3,8,8.0,0.0,8,8,0,0,0,0,40,40,42.67486024,42.67486024,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,993686,34,50,790,61775,218,0,23.23529412,57.55316847,2836,0,1235.5,523.2540355,62962.54551,84.53374607,11972.12048,64721.87376,585844,1,993686,30111.69697,101559.4183,585844,19,869893,17752.91837,89535.35405,625122,1,0,0,0,0,1108,1608,34.21604008,50.317706,0,2836,736.0588235,722.2245785,521608.3417,0,0,0,1,0,0,0,0,1,744.8214286,23.23529412,1235.5,1108,0,0,0,0,0,0,34,790,50,61775,29200,357,7,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,166,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,939759.0361,24096.38554,55.33333333,55.19359866,113,3,3,3.0,0.0,3,3,50,50.0,0.0,50,50,0,0,0,0,64,64,12048.19277,12048.19277,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,11053209,9,9,1796,3877,1237,0,199.5555556,407.1431294,1451,0,430.7777778,613.9519073,513.2446152,1.628486352,650188.7647,2363756.728,9790561,48,10200000,1275319.75,3441395.778,9790561,157,11000000,1378192.75,3499713.125,10000000,48,0,0,0,0,204,200,0.814243176,0.814243176,0,1451,298.5789474,509.7008181,259794.924,0,0,0,1,0,0,0,0,1,315.1666667,199.5555556,430.7777778,204,0,0,0,0,0,0,9,1796,9,3877,8192,13607,7,20,411997.0,0.0,411997,411997,9790561.0,0.0,9790561,9790561,0
61050,12110,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,1981.833196,330.3055326,4036.666667,3968.161455,7984,48,12110,4036.666667,3968.161455,7984,48,0,0.0,0.0,0,0,0,0,0,0,80,0,330.3055326,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,118,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,41527,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,5972.018205,96.32287427,13842.33333,23933.20092,41478,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,40,48.16143714,48.16143714,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,64,0,0,0,0,0,0,2,76,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
